Name,Team,Age,GP,MPG,FTA,PPG,RPG,SPG,BPG
"Shannon,Brown",Phi,31,53,13,16,3.2,1.1,0.43,0.06
"Stephen,Curry",Mem,26,42,36.5,156,17.2,5.9,1.33,0.74
"Samuel,Dalembert",Tor,26,33,34.5,139,19.5,6.4,1.76,0.67
"Stephen,Graham",Okc,24,82,34.7,575,23.2,5.2,1.77,0.29
"Spencer,Hawes",Nor,24,81,30.7,180,16.2,6.4,0.52,0.38
"Serge,Ibaka",Lac,28,60,10.8,88,3.4,2.3,0.1,0.57
"Stephen,Jackson",Ind,27,56,12.2,43,2.8,2.2,0.27,0.14
"Stephen,Jackson",Cle,24,18,10.6,24,3.2,1.6,0.17,0.17
"Solomon,Jones",Mil,31,47,16.1,55,6.7,5.9,0.36,1.13
"Shaun,Livingston",Por,29,39,13.3,6,2.6,1.4,0.62,0.13
"Shaun,Livingston",Pho,27,46,17.1,57,6,1.5,0.61,0.22
"Shawn,Marion",Tor,27,13,14.1,12,4.3,1.2,0.69,0.08
"Sean,May",Okc,23,80,30.9,191,13.2,7.7,0.35,3.03
"Steve,Nash",Bos,29,16,12.2,27,4.2,4.4,0.5,0.44
"Shaquille,O'Neal",Mia,34,72,24.6,38,6.6,2.3,0.57,0.76
"Sasha,Pavlovic",Pho,27,59,23.6,125,10.5,2.5,1,0.25
"Sergio,Rodriguez",Was,27,17,18.6,15,3.7,2.2,0.65,0.12
"Sergio,Rodriguez",Cle,27,49,23,83,7.2,2.5,0.76,0.59
"Sebastian,Telfair",Dal,34,67,29.8,101,12.1,7.8,1.1,0.69
"Sasha,Vujacic",Was,22,7,19.9,2,5.3,2.3,0.86,0
"Sonny,Weems",Atl,22,20,13.2,14,5.2,1.2,0.45,0
"Sean,Williams",Nyk,28,2,12.8,0,0,1.5,0,0.5
"Shelden,Williams",Phi,24,82,27.1,157,11,7.2,0.29,1.39
"Sam,Young",Gol,24,78,37.7,291,22.9,4,1.62,0.15
"Tony,Allen",San,34,55,19.3,70,6.2,2.8,0.67,0.25
"Trevor,Ariza",Lal,32,45,25.8,35,7.3,2.9,0.76,0.13
"Tony,Battie",Lal,38,50,32.3,116,12.7,2.8,0.6,0.1
"Tyson,Chandler",Nyk,29,81,20,33,6.6,1.9,0.35,0.1
"Toney,Douglas",Chi,27,65,22.1,131,8,5.3,0.42,1.4
"Tim,Duncan",Det,32,45,32.2,93,11.7,4.6,0.47,0.29
"Tyreke,Evans",Mem,32,37,31.6,37,8.8,4.2,0.73,0.32
"T.J.,Ford",Hou,21,19,14.3,17,5.5,3.4,0.63,1
"Taj,Gibson",Tor,21,73,16.8,42,6.4,2,0.59,0.19
"Tyler,Hansbrough",Bos,25,24,13,22,4.6,1.8,0.46,0.08
"Trenton,Hassell",Okc,28,81,27.3,69,7.6,3.9,1.27,0.54
"Ty,Lawson",Phi,24,76,34.5,188,14.8,7.5,1.75,0.72
"Tracy,McGrady",Sac,21,51,15.7,71,4.8,4.7,0.47,0.41
"Troy,Murphy",Hou,21,19,12.8,38,4.5,4.1,0.84,0.26
"Travis,Outlaw",San,28,81,24.4,285,10.3,6.3,0.78,0.79
"Travis,Outlaw",San,36,69,29.5,300,17.8,10,0.72,2.62
"Tony,Parker",Mil,20,28,11.5,26,4.9,2,0.29,0.25
"Tayshaun,Prince",Orl,20,27,35.9,111,17.3,8.5,0.89,1.37
"Theo,Ratliff",Hou,26,49,18.4,68,8.1,1.8,0.82,0.04
"Theo,Ratliff",Sac,26,22,16.9,16,6.1,2.2,1.41,0.05
"Thabo,Sefolosha",Mem,31,79,26.5,187,8.9,4.6,1.52,0.56
"Tim,Thomas",San,30,66,32.5,330,20.3,3,0.82,0.09
"Tyrus,Thomas",Sac,28,38,11.5,52,5.3,1.6,0.29,0.21
"Tyrus,Thomas",Was,27,56,26.1,95,9.5,4.8,1.29,0.36
"Terrence,Williams",Was,25,48,18.3,72,5.3,5,0.67,0.33
"Thaddeus,Young",Cle,21,82,31.1,291,11.7,9.4,0.73,0.87
"Udonis,Haslem",Dal,32,14,18.1,11,4.6,3.5,0.71,0.43
"Vince,Carter",Den,25,73,34.2,311,16.7,2.7,1.48,0.11
"Vladimir,Radmanovic",Ind,27,81,16.7,300,7,4.6,0.36,0.23
"Will,Bynum",Cle,23,77,26.2,157,7.9,5.7,0.45,0.91
"Wilson,Chandler",Sac,23,65,30.8,271,15.2,4.4,1.38,0.42
"Wayne,Ellington",Cha,26,26,13.6,31,4.8,2.3,0.54,0.58
"Willie,Green",Nyk,30,66,32.6,258,10.4,10.6,0.64,1.15
"Wesley,Matthews",Mia,32,75,18.6,45,3.9,5.4,0.4,0.2
"Yi,Jianlian",Por,24,49,16.4,30,3.8,2.4,0.53,0.24
"Zydrunas,Ilgauskas",Dal,36,81,25.6,223,13.4,4.1,0.94,0.53
"Zaza,Pachulia",Mem,25,40,16.7,16,5.5,1.3,0.4,0.03
"Zach,Randolph",Cle,25,38,25.7,59,10.4,3,0.76,0.05
