Name,Team,Age,GP,MPG,FTA,PPG,RPG,SPG,BPG
"Stephen,Curry",Gol,22,74,33.5,227,18.6,3.9,8.9,1.47
"Samuel,Dalembert",Sac,29,80,24,148,8.1,8.2,6.3,0.45
"Stephen,Graham",Bos,24,37,14.1,54,4.1,2.9,5.1,0.35
"Spencer,Hawes",Njn,24,10,14.4,20,5.5,2.4,8.9,0.9
"Serge,Ibaka",Njn,28,59,16.1,38,3.4,2,4.2,0.24
"Stephen,Jackson",Phi,22,81,21,88,7.2,5.7,7.5,0.36
"Stephen,Jackson",Okc,21,82,26.8,184,9.9,7.6,4.2,0.38
"Solomon,Jones",Cha,32,67,35.7,305,18.5,4.5,7.5,1.19
"Shaun,Livingston",Ind,26,39,13.3,62,3.6,2.9,6.1,0.31
"Shaun,Livingston",Cha,25,73,17.1,125,6.6,2,7.2,0.64
"Shawn,Marion",Dal,32,80,28,164,12.5,6.9,7.1,0.85
"Sean,May",Pho,36,75,33.1,249,14.7,3.5,10.1,0.64
"Steve,Nash",Bos,38,37,20.1,131,9.2,4.8,6.2,0.43
"Shaquille,O'Neal",Dal,27,10,16.1,5,4.1,1.2,3.8,0.5
"Sasha,Pavlovic",Cle,21,37,18.8,110,7.8,4.2,5.4,0.41
"Sergio,Rodriguez",Min,25,37,19,60,7.2,1.5,6.7,0.68
"Sergio,Rodriguez",Njn,26,56,28.3,94,11.4,3.2,6.2,0.95
"Sebastian,Telfair",Tor,24,59,23.8,94,9.2,2.6,5.9,0.56
"Sasha,Vujacic",Nyk,27,19,10.4,29,3.5,2.7,7.2,0.32
"Sonny,Weems",Den,27,42,16.8,46,4.7,5.3,5.5,0.43
"Sean,Williams",Nyk,24,64,20.4,49,7.1,3.7,5.2,0.61
"Shelden,Williams",Mem,25,78,20,116,7.3,2.4,5,0.87
"Sam,Young",Mem,28,72,20.5,182,8.9,2.7,6.3,1.79
"Tony,Allen",Nor,25,75,34.3,197,11,5.4,5.9,1.61
"Trevor,Ariza",Was,22,65,16.1,102,5.3,3.9,5.4,0.45
"Tony,Battie",Dal,28,74,27.6,295,10.1,9.4,4.9,0.49
"Tyson,Chandler",Nyk,24,81,24.1,107,10.6,3,7.6,1.09
"Toney,Douglas",San,34,76,28.2,257,13.4,8.9,9.7,0.66
"Tim,Duncan",Sac,21,57,36.8,266,17.8,4.8,8.5,1.49
"Tyreke,Evans",Ind,27,41,18.7,48,5.4,2,7.1,0.85
"T.J.,Ford",Chi,25,80,21.6,148,7.1,5.7,5.6,0.49
"Taj,Gibson",Ind,24,70,21.7,253,11,5.2,6,0.53
"Tyler,Hansbrough",Den,23,80,26.1,225,11.7,2.6,8,1
"Trenton,Hassell",Det,31,72,23.2,129,8,3.5,7.9,0.92
"Ty,Lawson",Nyk,24,34,13.3,44,4,3.1,5.1,0.41
"Tracy,McGrady",Bos,30,17,10.2,13,2.6,2.2,5.2,0.47
"Troy,Murphy",Njn,30,18,15.8,17,3.6,4.1,6,0.39
"Travis,Outlaw",Njn,26,82,28.6,171,9.2,4,4.7,0.41
"Travis,Outlaw",San,28,78,32.2,303,17.5,3.1,8.8,1.14
"Tony,Parker",Det,30,78,32.7,168,14.1,4.2,6.7,0.38
"Tayshaun,Prince",Okc,26,79,25.7,79,5.1,4.4,4.9,1.23
"Theo,Ratliff",San,25,60,12.1,140,4.6,3.4,6.1,0.48
"Theo,Ratliff",Cha,24,41,20.8,136,10.2,5.5,6.5,0.73
"Thabo,Sefolosha",Njn,23,10,20.4,10,6.7,3.6,8.3,0.5
"Tim,Thomas",Phi,22,82,25.8,174,12.7,5.3,6.3,1.1
"Tyrus,Thomas",Mia,30,13,26.3,20,8,8.2,4.9,0.54
"Tyrus,Thomas",Orl,34,22,30,75,15.1,4.1,7.5,0.91
"Terrence,Williams",Pho,34,51,27,98,13.5,3.6,6.3,0.92
"Thaddeus,Young",Gol,29,74,15.6,34,5.1,2.9,6.5,0.59
"Udonis,Haslem",Det,28,61,18.3,122,7.9,1.2,6.8,0.85
"Vince,Carter",Den,23,21,30.4,42,12.5,5,6.1,0.67
"Vladimir,Radmanovic",Nyk,23,51,34.3,119,16.4,5.9,6.4,0.67
"Will,Bynum",Min,23,62,18.9,53,6.6,1.7,5,0.45
"Wilson,Chandler",Nor,29,77,21.4,100,8.7,2.1,4.9,0.47
"Wayne,Ellington",Min,23,79,26,92,9,3,5.7,0.73
"Willie,Green",Por,24,82,33.4,315,15.9,3.1,5.5,1.24
"Wesley,Matthews",Mem,19,38,13.7,52,4.3,1,3.8,0.29
"Yi,Jianlian",Was,23,63,17.5,91,5.6,3.9,4.7,0.43
"Zydrunas,Ilgauskas",Pho,26,24,11.9,17,5,0.8,6.8,0.83
"Zaza,Pachulia",Mia,35,72,15.7,46,5,4,5.1,0.31
"Zach,Randolph",Atl,26,79,15.5,179,4.4,4.2,6.1,0.43
