Name,Team,Age,GP,MPG,FTA,PPG,RPG,SPG,BPG
"Stephen,Graham",Tor,30,54,9.8,6,3.3,1.1,0.22,0.07
"Spencer,Hawes",Dal,35,80,32.7,376,21.7,6.2,0.91,0.56
"Serge,Ibaka",Atl,23,4,13.5,4,4.5,2,0.25,0.25
"Stephen,Jackson",Phi,23,9,12.1,5,2.9,1.2,0.56,0.11
"Stephen,Jackson",Gol,35,44,19.9,132,7.9,5.5,0.32,0.93
"Solomon,Jones",Orl,23,69,17,83,6.2,5.3,0.57,1.28
"Shaun,Livingston",Mia,26,23,9,23,2.9,2.3,0.3,0.57
"Shaun,Livingston",Orl,21,80,30.9,318,13.8,4.1,1.61,0.46
"Shawn,Marion",Bos,22,70,19.8,122,8.7,5.2,0.5,0.39
"Sean,May",Nor,26,3,8.3,2,1,2.3,0,0
"Steve,Nash",Phi,23,22,11.2,30,3,2.8,0.27,0.73
"Shaquille,O'Neal",Sac,29,63,16.7,52,5.4,2.7,0.32,0.3
"Sasha,Pavlovic",Mil,29,53,24.8,130,7.7,6.3,0.85,0.26
"Sergio,Rodriguez",Cha,34,29,8.1,11,4.7,0.7,0.48,0.03
"Sergio,Rodriguez",San,31,68,29.2,243,16.7,2.3,0.53,0.13
"Sebastian,Telfair",Hou,25,74,37.4,221,16.6,5.5,1.19,0.39
"Sasha,Vujacic",Sac,24,17,24.1,16,6.9,5.8,0.76,0.18
"Sonny,Weems",Tor,24,48,23.1,55,9.1,5.1,0.88,0.71
"Sean,Williams",Lac,28,62,34.8,345,19.1,4.3,2.48,0.06
"Shelden,Williams",Min,28,54,30.6,249,17.5,8.7,0.56,0.43
"Sam,Young",Okc,29,62,19.3,67,3.4,4.9,0.42,0.52
"Tony,Allen",Bro,36,75,27.8,310,13.5,4.6,1.15,0.41
"Trevor,Ariza",Bro,23,70,18,195,7.4,4.4,0.7,0.79
"Tony,Battie",Pho,25,80,24.3,132,8.1,7.8,0.63,1.13
"Tyson,Chandler",Mem,25,15,17.8,26,6.3,1.7,0.33,0.07
"Toney,Douglas",Was,20,37,8.4,12,2.1,1.5,0.22,0.03
"Tim,Duncan",Hou,31,1,19.2,0,4,5,0,1
"Tyreke,Evans",Bos,22,75,14.9,45,2.8,1.4,0.91,0.07
"T.J.,Ford",Orl,30,31,12,13,2.4,1.4,0.81,0.06
"Taj,Gibson",Nyk,36,66,19.2,12,3.8,2,1.02,0.03
"Tyler,Hansbrough",Mem,33,76,25.4,60,6,3.1,0.51,0.25
"Trenton,Hassell",Mil,26,48,9.5,55,3.8,2.3,0.15,0.27
"Ty,Lawson",Den,24,43,12.1,69,4.8,2.8,0.6,0.44
"Tracy,McGrady",Pho,30,14,6.6,11,1.4,1.8,0.21,0.07
"Troy,Murphy",Mem,32,79,34,337,17.4,10.1,0.68,0.29
"Travis,Outlaw",Lac,29,35,28,106,15.2,2.1,0.8,0.09
"Travis,Outlaw",Was,23,11,9.7,7,2.9,1.8,0.55,0.09
"Tony,Parker",Mil,32,36,21,19,5.7,1.7,0.64,0.06
"Tayshaun,Prince",Cha,32,25,15,7,4,1.4,0.36,0.24
"Theo,Ratliff",Nor,21,69,19.2,173,7.7,1.9,0.65,0.13
"Theo,Ratliff",Okc,22,40,9.8,10,1.9,2.4,0.48,0.25
"Thabo,Sefolosha",Nor,28,72,22.9,133,9.4,1.9,0.6,0.1
"Tim,Thomas",Den,29,44,19.7,85,10.4,1.8,0.82,0.09
"Tyrus,Thomas",Por,22,70,12.3,101,4.8,4.4,0.33,0.29
"Tyrus,Thomas",Bos,27,30,33.1,67,11.7,5.5,1.33,0.07
"Terrence,Williams",Chi,25,10,31,32,15.9,3.2,0.5,0.1
"Thaddeus,Young",Tor,22,81,26.5,98,10.9,3.1,0.79,0.33
"Udonis,Haslem",Min,23,82,32,283,9.5,4.2,2.32,0.13
"Vince,Carter",Uta,28,38,10.8,5,2.1,1.2,0.13,0.24
"Vladimir,Radmanovic",Lal,24,65,16.5,94,5.4,3.9,0.37,0.72
"Will,Bynum",Sac,34,18,24.6,7,5.8,2.6,0.67,0.44
"Wilson,Chandler",Tor,34,60,21.1,45,5,2,0.58,0.18
"Wayne,Ellington",Mil,25,23,25.2,55,7.7,7.2,0.78,1.74
"Willie,Green",Atl,20,49,12.9,43,3.7,1.2,0.35,0
"Wesley,Matthews",Ind,33,82,16.9,136,7.6,4.8,0.32,0.2
"Yi,Jianlian",Atl,25,80,18.3,132,9.6,3.6,0.38,0.09
"Zydrunas,Ilgauskas",Okc,29,61,25.8,69,6.3,3.6,1.3,0.28
"Zaza,Pachulia",Was,24,53,10.7,31,4.7,2.4,0.06,0.49
"Zach,Randolph",Cha,27,55,23.5,234,10.5,2.1,0.6,0.11
