Name,Team,Age,GP,MPG,FTA,PPG,RPG,SPG,BPG
"Samuel,Dalembert",Phi,22,29,19.5,63,8.9,5,1.48,0.9
"Stephen,Graham",Dal,22,22,21.9,48,8.5,6.8,1,1.09
"Spencer,Hawes",Okc,36,20,6.4,8,1.7,1.6,0.1,0.1
"Serge,Ibaka",Lal,31,60,25.9,90,13.2,2.3,0.62,0.23
"Stephen,Jackson",Cha,28,77,34,284,15.1,6.2,1.12,0.38
"Stephen,Jackson",Dal,23,54,9.7,22,2.8,1.7,0.31,0.15
"Solomon,Jones",San,27,18,9.7,9,3.3,0.6,0.22,0.06
"Shaun,Livingston",Phi,23,80,27.3,150,9.5,2.8,0.56,0.4
"Shaun,Livingston",Den,21,73,27.9,228,16.7,9.8,0.84,0.75
"Shawn,Marion",Chi,25,70,24,128,10.6,5.5,0.76,0.79
"Sean,May",Orl,26,75,28.8,160,14.6,10.4,1.01,0.99
"Steve,Nash",Por,21,74,17.1,94,4.4,5.2,0.41,0.36
"Shaquille,O'Neal",Okc,28,13,9.6,10,3.3,0.8,0.62,0
"Sasha,Pavlovic",Mia,24,35,13.5,22,2.8,2.3,0.29,0.29
"Sergio,Rodriguez",Nor,30,31,15.6,39,2.7,5.3,0.16,0.32
"Sergio,Rodriguez",Sac,28,22,18,21,5.9,4.1,0.45,0.05
"Sebastian,Telfair",Nor,28,1,23.7,0,12,2,0,0
"Sasha,Vujacic",Min,28,13,17.1,8,3.5,1.5,1,0.15
"Sonny,Weems",Was,23,80,32.6,119,13.4,6.4,1.45,0.53
"Sean,Williams",Tor,22,55,15.6,32,4.2,3.4,0.47,0.82
"Shelden,Williams",Por,24,39,8.1,9,2.5,1.3,0.15,0.05
"Sam,Young",Orl,23,5,8.6,0,0,1.4,0,0
"Tony,Allen",Hou,28,67,30.7,95,9.5,5.9,1.48,0.37
"Trevor,Ariza",Gol,21,71,15.1,37,4,1.4,0.45,0.21
"Tony,Battie",Tor,27,65,24.6,60,6.8,4.5,0.62,0.35
"Tyson,Chandler",San,28,80,21.9,80,9.5,1.8,0.81,0.04
"Toney,Douglas",San,36,64,25.4,184,12.4,7.8,0.38,1.09
"Tim,Duncan",Ind,26,75,35.9,374,23.7,6.6,1.57,0.36
"Tyreke,Evans",Atl,31,69,34,405,18.1,7.7,1.3,0.9
"T.J.,Ford",Lac,39,25,11.1,13,3.2,1.9,0.16,0.2
"Taj,Gibson",Chi,22,44,19.2,40,5.5,2.8,0.34,0.36
"Tyler,Hansbrough",Pho,31,57,28.5,77,7,6,1.49,0.25
"Trenton,Hassell",Tor,31,24,25.4,16,5.8,5.3,1.29,0.21
"Ty,Lawson",Dal,26,6,8,3,2.2,1.3,0,0
"Tracy,McGrady",Bro,26,32,15.9,57,6.5,3.3,0.44,0.47
"Troy,Murphy",Dal,23,5,15.4,2,5.4,0.6,0.2,0
"Travis,Outlaw",Nor,23,9,12.3,3,5.8,0.4,0.33,0
"Travis,Outlaw",Chi,30,69,26.7,50,7.8,5.1,1.43,0.16
"Tony,Parker",Ind,25,28,7.8,27,2.1,2,0.11,0.21
"Tayshaun,Prince",Cha,30,50,16.2,118,6.2,1.5,0.52,0.06
"Theo,Ratliff",Bro,33,69,18.6,63,5.2,2.3,0.51,0.13
"Theo,Ratliff",Mil,20,41,11.2,5,3.5,1.2,0.46,0.24
"Thabo,Sefolosha",Uta,24,40,8.6,9,2.5,0.8,0.53,0.13
"Tim,Thomas",Lac,32,80,21.2,64,6.7,2.7,0.83,0.28
"Tyrus,Thomas",Det,25,31,15.1,7,4.5,2.1,0.58,0.1
"Tyrus,Thomas",Det,26,52,27.4,136,14.5,2.2,0.67,0.1
"Terrence,Williams",Nor,30,6,13.3,7,4.5,1,0.5,0
"Thaddeus,Young",Cle,36,79,20.4,108,5.7,2.6,0.33,0.13
"Udonis,Haslem",Phi,23,57,20.9,103,9.8,5.4,0.74,0.95
"Vince,Carter",Min,26,75,32.9,285,11.1,4.1,1.71,0.13
"Vladimir,Radmanovic",Phi,26,67,31.6,174,12.9,6.5,1.9,1.03
"Will,Bynum",Chi,28,81,28,104,10.4,6.4,0.22,1.44
"Wilson,Chandler",Uta,24,59,27,115,12.7,3.4,0.64,0.19
"Wayne,Ellington",Mia,25,78,25.2,71,6.4,3.3,0.59,0.23
"Willie,Green",Ind,30,39,17.9,107,7.2,2.2,0.41,0
"Wesley,Matthews",Nyk,23,52,16.5,43,4.1,1.9,0.67,0.13
"Yi,Jianlian",Bro,22,78,22.6,253,8.7,5.8,1.05,0.58
"Zydrunas,Ilgauskas",Pho,33,14,9.6,4,1,0.8,0.79,0.07
"Zaza,Pachulia",Cha,30,42,16,75,5.2,3.6,0.19,1.05
"Zach,Randolph",Sac,30,30,33.8,138,18.7,6.3,1.47,0.87
