Name,Team,Age,GP,MPG,FTA,PPG,RPG,SPG,BPG
"Samuel,Dalembert",Mia,28,80,29.6,266,10.2,2.6,1.53,0.13
"Stephen,Graham",Bro,23,47,16.6,57,4.6,2.3,0.66,0.26
"Spencer,Hawes",Pho,25,82,31.5,232,15.3,6.2,1.23,0.48
"Serge,Ibaka",Gol,27,76,15.9,178,10.4,4.3,0.26,0.45
"Stephen,Jackson",Was,28,32,11,64,3.3,1.4,0.22,0.03
"Stephen,Jackson",Cha,28,78,26.1,87,7.4,4.9,0.88,0.46
"Solomon,Jones",Bro,24,82,21.3,317,8.7,6.2,0.79,0.77
"Shaun,Livingston",Lac,34,76,29.9,95,10.1,4,0.88,0.66
"Shaun,Livingston",San,34,72,13,37,3.7,1.6,0.14,0.17
"Shawn,Marion",Cle,24,67,20.6,38,4.8,1.9,0.36,0.03
"Sean,May",Orl,21,45,15,41,3.5,2.4,0.71,0.2
"Steve,Nash",Por,22,55,15.4,32,5.9,4.5,0.18,0.25
"Shaquille,O'Neal",Mia,26,24,21,26,8.8,3.7,0.63,0.54
"Sasha,Pavlovic",Phi,23,41,33.9,182,15,6.2,1.46,0.44
"Sergio,Rodriguez",Mil,23,25,30.3,109,14.1,4,2.04,0.48
"Sergio,Rodriguez",Cha,21,55,28.9,214,10.9,7.6,0.55,0.69
"Sebastian,Telfair",Mem,27,70,31.8,249,15.8,3,1.27,0.2
"Sasha,Vujacic",Chi,34,63,29.2,87,9.4,3.9,0.62,0.33
"Sonny,Weems",Cle,34,52,13.5,4,2.1,1.8,0.27,0.08
"Sean,Williams",Atl,23,40,12.6,25,4.9,3,0.4,0.48
"Shelden,Williams",Atl,26,68,16.5,77,7.8,2.9,0.37,0.04
"Sam,Young",Pho,26,54,18.6,38,4.3,5.1,0.65,1.02
"Tony,Allen",Mil,26,19,10,8,3.2,2.4,0.32,0.58
"Trevor,Ariza",Bro,29,40,22.3,46,8.5,4.9,0.35,0.4
"Tony,Battie",Okc,22,32,15.2,40,6.3,5.2,0.5,0.5
"Tyson,Chandler",Cha,32,27,30.8,93,17.2,2.8,0.59,0.22
"Toney,Douglas",Min,32,41,28,94,12.2,2.4,0.73,0.22
"Tim,Duncan",Dal,29,80,33.7,303,18.9,2.4,1.85,0.31
"Tyreke,Evans",Den,30,33,14.1,40,5.8,1.2,0.42,0.09
"T.J.,Ford",Lac,30,9,14,6,5.1,1.2,0.67,0
"Taj,Gibson",Mil,23,11,12.9,4,2.3,1.5,0.45,0
"Tyler,Hansbrough",Nor,23,10,10.5,2,1.7,1.8,0.3,0.2
"Trenton,Hassell",Chi,37,23,5.6,3,1.1,1.6,0.17,0.22
"Ty,Lawson",Was,32,67,25.3,202,11,5.1,0.99,0.33
"Tracy,McGrady",Phi,20,75,30.8,230,9.9,8.1,1.77,1.89
"Troy,Murphy",Mem,25,58,14.4,45,4.2,1.8,1.09,0.09
"Travis,Outlaw",Okc,34,66,16.7,65,4.1,3.8,0.53,0.38
"Travis,Outlaw",Hou,22,28,9.4,25,2.6,1.4,0.25,0.11
"Tony,Parker",Lal,29,42,23.8,148,13.4,2.3,0.55,0.26
"Tayshaun,Prince",Por,26,71,33.5,98,9.4,5.9,1.1,0.56
"Theo,Ratliff",Sac,21,73,15.4,64,4.4,1.2,0.27,0.23
"Theo,Ratliff",Chi,23,82,20.2,284,10.2,4.9,0.66,0.66
"Thabo,Sefolosha",Min,29,31,26.3,129,12.5,7.5,0.61,0.39
"Tim,Thomas",Orl,24,74,34.2,218,19.3,10.9,0.73,0.73
"Tyrus,Thomas",Cha,19,25,10.3,26,3.3,3.4,0.16,0.36
"Tyrus,Thomas",Mia,26,47,24.4,46,6.3,2.3,0.89,0.17
"Terrence,Williams",Nor,26,28,24.4,35,9.9,1.8,0.54,0.25
"Thaddeus,Young",Mil,27,71,23.9,139,11.4,2.6,0.8,0.25
"Udonis,Haslem",Nor,28,76,26.1,225,7.3,9.8,0.38,0.71
"Vince,Carter",Sac,26,67,21.1,191,8.9,3.9,0.46,0.12
"Vladimir,Radmanovic",Was,21,74,19.4,79,6,3,0.59,0.41
"Will,Bynum",Hou,37,24,16.7,15,3,1.6,1.13,0
"Wilson,Chandler",Nyk,37,43,18.5,26,4.7,1.9,1.21,0.02
"Wayne,Ellington",Hou,26,56,30.8,60,10.1,4.2,1.05,0.41
"Willie,Green",Uta,26,4,7.2,0,1.5,1.5,0.25,0
"Wesley,Matthews",Tor,25,81,26.6,80,8,5.3,0.74,0.54
"Yi,Jianlian",San,26,51,15.7,40,6.9,1.5,0.55,0.04
"Zydrunas,Ilgauskas",Chi,34,78,34.4,366,18.5,11.8,0.32,1.88
"Zaza,Pachulia",Ind,24,6,15.2,11,8.8,3.7,0.83,0.17
"Zach,Randolph",Atl,29,73,32.7,337,16.7,7.8,1.78,0.95
